name,num_fights,wins,W_KO,W_SUB,W_DEC,losses,L_KO,L_SUB,L_DEC,average_head_hits_to_ko,average_head_hits_to_chin,average_takedowns_to_sub,average_takedowns_to_subed,average_takedowns,average_knockdowns,average_knocked_down,average_taken_down
Anthony Hernandez,8,6,1,4,1,2,1,1,0,55.0,9.0,7.75,1.0,5.17,0.0,0.5,3.5
Marcos Rogerio de Lima,18,11,6,2,3,7,1,5,1,10.5,16.0,5.5,1.0,1.0,0.64,0.14,0.86
Rinya Nakamura,2,2,1,0,1,0,0,0,0,11.0,0,0,0,1.5,1.0,0,0
Carlos Vera,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0
Zhang Mingyang,1,1,1,0,0,0,0,0,0,13.0,0,0,0,0.0,1.0,0,0
Val Woodburn,2,0,0,0,0,2,1,0,1,0,7.0,0,0,0,0,0.5,1.5
Jack Hermansson,17,11,3,3,5,6,3,1,2,27.67,22.0,6.67,1.0,1.82,0.0,0.5,0.83
Robert Bryczek,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0
Brad Tavares,24,15,2,0,13,9,5,0,4,19.0,20.2,0,0,1.07,0.27,0.78,2.44
Michael Johnson,29,14,5,0,9,15,3,5,7,13.0,28.67,0,1.4,1.0,0.79,0.2,1.33
Rodolfo Vieira,7,5,0,5,0,2,0,1,1,0,0,3.2,0.0,3.2,0.0,0.5,0.0
Armen Petrosyan,5,3,0,0,3,2,0,1,1,0,0,0,3.0,0.33,0.0,0.0,6.0
Trevin Giles,13,7,3,0,4,6,3,3,0,43.33,11.0,0,0.67,1.57,0.43,0.67,2.0
Bolaji Oki,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
Loma Lookboonmee,8,6,0,1,5,2,0,0,2,0,0,14.0,0,2.33,0.0,0.0,4.5
Devin Clark,17,8,1,0,7,9,3,4,2,19.0,19.67,0,0.5,3.5,0.38,0.44,1.56
Max Griffin,16,8,3,0,5,8,1,0,7,25.0,19.0,0,0,2.5,1.0,0.12,1.88
Jeremiah Wells,6,4,2,1,1,2,0,1,1,12.0,0,11.0,0.0,2.75,0.5,1.0,0.5
Zac Pauga,4,1,0,0,1,3,2,0,1,0,10.5,0,0,1.0,0.0,0.67,0.0
Fernie Garcia,3,0,0,0,0,3,1,0,2,0,60.0,0,0,0,0,0.33,2.0
Viviane Araujo,11,6,1,0,5,5,0,0,5,34.0,0,0,0,3.33,0.17,0.2,1.2
Aliaskhab Khizriev,1,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,0.0,0,0
Makhmud Muradov,6,4,2,0,2,2,0,1,1,55.5,0,0,3.0,4.0,0.75,0.0,2.0
Gilbert Urbina,3,1,1,0,0,2,1,1,0,31.0,23.0,0,1.0,4.0,1.0,1.0,0.5
Diana Belbita,7,2,0,0,2,5,0,2,3,0,0,0,1.0,2.5,0.5,0.0,2.6
Azat Maksum,2,1,0,0,1,1,0,0,1,0,0,0,0,4.0,1.0,0.0,2.0
Pete Rodriguez,3,1,1,0,0,2,2,0,0,12.0,24.0,0,0,0.0,1.0,1.0,0.0
Blake Bilder,3,1,0,0,1,2,0,0,2,0,0,0,0,1.0,0.0,0.0,1.0
Julija Stoliarenko,8,2,0,2,0,6,2,1,3,0,37.5,2.5,1.0,2.5,0.0,0.0,0.83
Landon Quinones,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.0
MarQuel Mederos,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
Jamal Pogues,3,2,0,0,2,1,0,0,1,0,0,0,0,2.5,0.0,0.0,2.0
Raquel Pennington,18,13,0,3,10,5,1,0,4,0,72.0,5.33,0,1.23,0.0,0.0,4.4
Mike Malott,4,3,1,2,0,1,1,0,0,21.0,52.0,3.5,0,2.33,0.67,0.0,2.0
Movsar Evloev,8,8,0,0,8,0,0,0,0,0,0,0,0,4.75,0.0,0,0
Serhiy Sidey,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0
Ramon Taveras,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,0
Polyana Viana,10,4,1,3,0,6,1,2,3,10.0,20.0,1.33,1.0,1.0,0.25,0.17,1.83
Yohan Lainesse,4,1,0,0,1,3,1,2,0,0,26.0,0,1.0,2.0,1.0,0.0,1.0
Priscila Cachoeira,10,4,3,0,1,6,0,4,2,18.0,0,0,2.0,0.25,0.5,0.33,2.33
Malcolm Gordon,7,2,1,0,1,5,2,3,0,3.0,6.5,0,2.67,2.5,0.0,0.4,2.2
Magomed Ankalaev,12,10,6,0,4,2,0,1,1,16.67,0,0,2.0,0.9,0.7,0.5,1.5
Mario Bautista,10,8,1,3,4,2,1,1,0,18.0,11.0,4.33,1.0,1.62,0.12,1.0,6.0
Phil Hawes,8,4,2,0,2,4,4,0,0,53.0,15.25,0,0,2.0,0.5,1.0,0.25
Matthew Semelsberger,10,5,2,0,3,5,1,0,4,2.0,49.0,0,0,1.6,2.0,0.2,3.8
Marcus McGhee,3,3,2,1,0,0,0,0,0,31.5,0,1.0,0,0.33,1.0,0,0
Gaston Bolanos,2,1,0,0,1,1,1,0,0,0,57.0,0,0,0.0,0.0,1.0,4.0
Farid Basharat,3,3,0,1,2,0,0,0,0,0,0,10.0,0,3.33,0.0,0,0
Nikolas Motta,4,2,2,0,0,2,2,0,0,20.5,13.5,0,0,0.0,1.0,1.0,1.5
Felipe Bunes,1,0,0,0,0,1,1,0,0,0,63.0,0,0,0,0,1.0,1.0
Colby Covington,16,12,3,2,7,4,1,1,2,25.0,116.0,34.5,0.0,5.75,0.08,1.0,2.25
Shavkat Rakhmonov,6,6,1,5,0,0,0,0,0,10.0,0,1.0,0,0.83,0.17,0,0
Stephen Thompson,20,12,6,0,6,8,1,1,6,31.33,5.0,0,1.0,0.42,0.83,0.62,2.5
Josh Emmett,14,10,4,0,6,4,1,1,2,9.0,18.0,0,0.0,1.1,1.2,0.5,2.0
Bryce Mitchell,9,7,0,1,6,2,1,1,0,0,1.0,24.0,0.0,3.43,0.14,1.0,4.0
Ariane Lipski,11,6,0,2,4,5,3,0,2,0,25.0,2.5,0,0.83,0.5,0.2,1.6
Tagir Ulanbekov,5,4,0,2,2,1,0,0,1,0,0,7.0,0,3.5,0.25,1.0,7.0
Khalil Rountree Jr.,14,9,7,0,2,5,2,1,2,14.71,10.5,0,2.0,0.0,1.44,0.2,2.8
Tim Elliott,19,9,0,2,7,10,0,4,6,0,0,30.0,0.5,6.67,0.22,0.0,2.2
Sumudaerji,6,3,1,0,2,3,0,3,0,6.0,0,0,1.67,0.33,0.67,0.0,1.67
JunYong Park,3,2,0,2,0,1,0,0,1,0,0,0.5,0,0.5,0.5,0.0,12.0
Andre Muniz,8,6,0,3,3,2,1,1,0,0,31.0,8.0,1.0,4.0,0.0,0.0,3.0
Kevin Jousset,2,2,0,1,1,0,0,0,0,0,0,2.0,0,1.0,0.0,0,0
HyunSung Park,2,2,1,1,0,0,0,0,0,33.0,0,1.0,0,0.5,1.0,0,0
Shannon Ross,3,0,0,0,0,3,3,0,0,0,14.0,0,0,0,0,1.33,0.0
Stephanie Egger,7,3,1,2,0,4,0,2,2,20.0,0,4.5,0.0,3.0,0.0,0.0,1.75
Rayanne Amanda,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0
Beneil Dariush,23,16,3,5,8,7,5,1,1,23.67,14.8,5.2,1.0,1.62,0.44,0.86,1.29
Rob Font,17,10,6,1,3,7,0,1,6,24.67,0,13.0,0.0,1.3,0.7,0.71,4.14
Clay Guida,36,18,2,5,11,18,2,7,9,15.0,38.0,15.6,0.43,4.33,0.33,0.33,1.06
Miesha Tate,13,7,1,2,4,6,1,2,3,44.0,23.0,9.0,3.0,2.57,0.14,0.17,3.17
Julia Avila,5,3,1,1,1,2,0,1,1,10.0,0,2.0,4.0,0.67,0.33,0.0,4.5
Rodolfo Bellato,1,1,1,0,0,0,0,0,0,70.0,0,0,0,1.0,0.0,0,0
Wellington Turman,9,3,0,1,2,6,2,1,3,0,20.5,10.0,1.0,3.33,0.0,0.17,2.0
Jared Gooden,6,2,1,1,0,4,0,0,4,11.0,0,3.0,0,1.5,0.5,0.0,1.75
Jamey-Lyn Horth,2,1,0,0,1,1,0,0,1,0,0,0,0,1.0,0.0,0.0,3.0
Jordan Leavitt,7,4,2,1,1,3,0,2,1,4.0,0,7.0,0.5,1.75,0.25,0.0,2.33
Nick Aguirre,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.0,2.0
Lucas Alexander,3,1,0,0,1,2,1,1,0,0,3.0,0,2.0,0.0,1.0,0.5,1.5
Rafael Estevam,1,1,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0,0
Matt Frevola,10,5,3,0,2,5,3,0,2,30.67,8.0,0,0,2.4,1.2,1.2,2.4
Pat Sabatini,7,5,0,2,3,2,2,0,0,0,11.0,7.0,0,2.8,0.2,0.5,2.0
Roosevelt Roberts,8,4,0,2,2,4,1,2,1,0,41.0,2.5,1.0,1.25,0.0,0.5,2.25
Nazim Sadykhov,3,2,1,1,0,1,0,0,1,38.0,0,5.0,0,2.5,0.5,1.0,3.0
Mark Madsen,6,4,1,0,3,2,1,1,0,22.0,27.0,0,2.0,3.0,0.0,1.0,1.5
Montserrat Conejo Ruiz,2,0,0,0,0,2,2,0,0,0,65.5,0,0,0,0,0.0,2.0
Marc Diakiese,15,8,2,0,6,7,0,3,4,19.0,0,0,0.67,5.0,0.25,0.14,1.57
Jennifer Maia,12,6,0,1,5,6,0,0,6,0,0,5.0,0,0.83,0.0,0.0,2.83
Darren Elkins,28,18,4,3,11,10,3,1,6,10.0,20.0,21.0,0.0,3.5,0.11,0.6,2.5
TJ Brown,8,3,0,1,2,5,0,3,2,0,0,21.0,2.0,7.0,0.0,0.6,3.4
Tainara Lisboa,2,2,0,1,1,0,0,0,0,0,0,4.0,0,2.0,0.0,0,0
Ravena Oliveira,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0
Irina Alekseeva,2,1,0,1,0,1,0,0,1,0,0,1.0,0,1.0,1.0,0.0,0.0
Melissa Dixon,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
Ashley Yoder,11,3,0,0,3,8,0,0,8,0,0,0,0,4.0,0.33,0.0,1.0
Kanako Murata,3,1,0,0,1,2,1,0,1,0,32.0,0,0,9.0,0.0,0.0,0.0
Johnny Munoz,6,2,0,1,1,4,1,0,3,0,4.0,11.0,0,5.5,0.0,0.5,1.5
Rafael Fiziev,9,6,3,0,3,3,2,0,1,25.0,9.0,0,0,0.33,0.33,0.33,1.67
AJ Fletcher,4,1,0,1,0,3,0,1,2,0,0,4.0,1.0,4.0,0.0,0.0,2.0
Andre Fialho,7,2,2,0,0,5,4,0,1,15.5,37.75,0,0,0.5,1.0,0.8,0.8
Jake Collier,14,5,1,1,3,9,4,0,5,21.0,21.0,7.0,0,1.4,0.6,0.11,1.22
Mizuki,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
Hannah Goldy,5,1,0,1,0,4,1,0,3,0,20.0,3.0,0,3.0,0.0,0.5,0.75
Terrence Mitchell,2,0,0,0,0,2,2,0,0,0,16.0,0,0,0,0,0.5,1.0
Elise Reed,7,3,0,0,3,4,2,2,0,0,27.5,0,3.5,1.0,0.33,0.25,4.75
Da Woon Jung,3,0,0,0,0,3,1,1,1,0,6.0,0,1.0,0,0,0.67,1.33
John Makdessi,20,11,3,0,8,9,2,1,6,27.0,23.0,0,1.0,0.0,0.55,0.44,0.78
Blood Diamond,3,0,0,0,0,3,0,1,2,0,0,0,1.0,0,0,0.0,1.67
Shane Young,7,2,1,0,1,5,1,1,3,74.0,6.0,0,1.0,1.5,0.5,0.2,1.8
Gabriel Miranda,2,1,0,1,0,1,1,0,0,0,35.0,2.0,0,2.0,0.0,3.0,1.0
Ciryl Gane,11,9,4,2,3,2,0,1,1,43.75,0,3.0,2.0,0.67,0.33,0.5,3.0
William Gomis,3,3,1,0,2,0,0,0,0,10.0,0,0,0,1.0,0.0,0,0
Manolo Zecchini,1,0,0,0,0,1,1,0,0,0,16.0,0,0,0,0,1.0,0.0
Zarah Fairn,4,0,0,0,0,4,1,1,2,0,38.0,0,1.0,0,0,0.0,0.5
Ian Garry,6,6,3,0,3,0,0,0,0,29.33,0,0,0,0.5,0.67,0,0
Hakeem Dawodu,10,6,1,0,5,4,0,1,3,42.0,0,0,0.0,0.0,0.17,0.25,4.25
Chris Daukaus,8,4,4,0,0,4,4,0,0,27.0,14.75,0,0,0.0,1.5,1.0,0.0
Tafon Nchukwi,6,2,0,0,2,4,2,0,2,0,17.0,0,0,2.0,0.5,0.5,1.5
JP Buys,4,0,0,0,0,4,3,0,1,0,18.67,0,0,0,0,2.25,1.25
Mike Breeden,3,0,0,0,0,3,2,0,1,0,19.0,0,0,0,0,0.33,3.0
Juliana Miller,3,1,1,0,0,2,1,0,1,43.0,44.0,0,0,4.0,0.0,0.0,2.0
Tatiana Suarez,7,7,1,4,2,0,0,0,0,64.0,0,6.75,0,3.86,0.0,0,0
Gavin Tucker,7,4,0,2,2,3,1,1,1,0,1.0,7.5,0.0,3.75,0.0,1.0,2.0
Tanner Boser,10,5,3,0,2,5,1,0,4,10.33,27.0,0,0,0.0,0.4,0.0,1.4
Aleksa Camur,4,1,0,0,1,3,0,0,3,0,0,0,0,2.0,0.0,0.0,1.67
Assu Almabayev,1,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,0.0,0,0
Jan Blachowicz,20,12,5,2,5,8,1,1,6,12.8,21.0,9.5,2.0,1.58,0.5,0.12,2.25
Davey Grant,12,6,3,1,2,6,0,3,3,32.33,0,12.0,1.67,2.0,0.67,0.5,2.33
Danny Roberts,14,7,3,1,3,7,5,1,1,8.67,30.0,2.0,3.0,0.29,0.43,1.14,2.43
Jonny Parsons,1,1,1,0,0,0,0,0,0,42.0,0,0,0,0.0,2.0,0,0
Ketlen Vieira,11,8,0,1,7,3,1,0,2,0,13.0,17.0,0,2.12,0.0,0.33,0.67
Daniel Barez,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0.0,1.0
Ottman Azaitar,4,2,2,0,0,2,2,0,0,17.0,20.5,0,0,0.0,0.5,1.0,0.0
Albert Duraev,4,2,0,0,2,2,1,1,0,0,15.0,0,0.0,3.0,0.0,2.0,0.5
Tucker Lutz,4,1,0,0,1,3,0,1,2,0,0,0,1.0,7.0,0.0,0.33,2.0
Melsik Baghdasaryan,4,3,1,0,2,1,0,1,0,28.0,0,0,0.0,0.0,0.33,0.0,4.0
Istela Nunes,4,0,0,0,0,4,2,1,1,0,27.5,0,5.0,0,0,0.5,2.0
Austin Lingo,5,2,0,0,2,3,0,1,2,0,0,0,1.0,1.0,1.0,0.0,3.67
Genaro Valdez,3,0,0,0,0,3,1,0,2,0,56.0,0,0,0,0,1.67,2.33
Tyson Nam,8,3,3,0,0,5,0,1,4,12.0,0,0,0.0,0.0,1.0,0.2,0.4
Alexander Munoz,3,1,0,0,1,2,0,0,2,0,0,0,0,8.0,1.0,0.0,0.0
Carl Deaton,2,0,0,0,0,2,0,1,1,0,0,0,2.0,0,0,0.5,2.5
Ashlee Evans-Smith,9,3,1,0,2,6,0,2,4,41.0,0,0,0.5,2.33,0.0,0.17,2.5
Robbie Lawler,25,15,8,0,7,10,3,3,4,33.88,45.67,0,0.67,1.13,0.67,0.2,3.8
Jimmy Crute,9,4,2,2,0,5,2,2,1,7.5,11.0,9.5,0.5,4.75,0.75,0.6,0.8
Kamuela Kirk,3,1,0,0,1,2,0,1,1,0,0,0,2.0,3.0,0.0,0.0,4.5
Damir Ismagulov,7,5,0,0,5,2,0,0,2,0,0,0,0,1.4,0.2,0.5,5.5
Kevin Lee,19,11,3,4,4,8,1,4,3,59.33,22.0,11.5,1.0,4.18,0.09,0.38,1.25
Blagoy Ivanov,8,3,0,0,3,5,0,0,5,0,0,0,0,2.0,0.33,0.0,1.0
Zhalgas Zhumagulov,7,1,0,1,0,6,1,0,5,0,39.0,7.0,0,7.0,0.0,0.33,0.33
Marvin Vettori,15,9,0,2,7,6,0,0,6,0,0,14.0,0,3.11,0.11,0.0,2.17
Tereza Bleda,2,1,0,0,1,1,1,0,0,0,26.0,0,0,4.0,0.0,1.0,0.0
Ronnie Lawrence,3,2,1,0,1,1,0,0,1,53.0,0,0,0,7.5,1.5,2.0,11.0
Amanda Nunes,18,16,7,3,6,2,1,1,0,20.86,31.0,12.67,1.0,2.38,0.5,0.0,3.0
David Dvorak,6,3,0,1,2,3,0,0,3,0,0,3.0,0,1.0,0.0,0.67,2.0
Maria Oliveira,4,1,0,0,1,3,0,0,3,0,0,0,0,4.0,0.0,0.33,3.33
Amir Albazi,5,5,1,2,2,0,0,0,0,23.0,0,3.5,0,1.4,0.4,0,0
Abubakar Nurmagomedov,4,2,0,0,2,2,0,1,1,0,0,0,0.0,2.0,0.0,0.0,0.5
Daniel Santos,3,2,1,0,1,1,0,0,1,52.0,0,0,0,2.5,0.5,1.0,4.0
Jinh Yu Frey,7,2,0,0,2,5,1,1,3,0,10.0,0,2.0,3.0,0.0,0.2,0.6
Luan Lacerda,2,0,0,0,0,2,1,0,1,0,42.0,0,0,0,0,0.0,0.5
Maxim Grishin,5,2,1,0,1,3,0,0,3,20.0,0,0,0,0.5,1.0,0.0,2.67
Orion Cosce,3,1,0,0,1,2,2,0,0,0,31.5,0,0,5.0,0.0,1.0,1.0
Ilir Latifi,16,9,3,2,4,7,3,0,4,5.0,21.67,10.5,0,2.33,0.44,0.43,0.0
Nick Fiore,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,2.0
Takashi Sato,7,2,2,0,0,5,1,2,2,21.5,4.0,0,1.5,1.5,1.0,0.4,1.8
Matt Brown,30,17,13,2,2,13,3,5,5,25.85,28.33,15.5,2.4,1.82,0.65,0.62,3.31
Chase Sherman,15,4,3,0,1,11,3,2,6,60.0,36.67,0,2.0,0.25,0.75,0.27,0.73
Ji Yeon Kim,10,3,1,0,2,7,0,0,7,64.0,0,0,0,0.0,0.33,0.0,1.43
Mandy Bohm,3,1,0,0,1,2,0,0,2,0,0,0,0,2.0,0.0,1.0,1.0
Gabe Green,5,2,1,0,1,3,1,0,2,26.0,3.0,0,0,1.5,1.0,1.0,2.0
Jessica-Rose Clark,9,4,1,0,3,5,0,3,2,66.0,0,0,1.33,3.0,0.0,0.0,1.8
Kron Gracie,3,1,0,1,0,2,0,0,2,0,0,1.0,0,1.0,0.0,0.0,0.0
Braxton Smith,1,0,0,0,0,1,1,0,0,0,24.0,0,0,0,0,0.0,0.0
Parker Porter,7,4,1,0,3,3,2,1,0,24.0,17.5,0,1.0,1.25,0.0,1.0,0.33
Joseph Holmes,4,1,0,1,0,3,1,1,1,0,34.0,2.0,2.0,2.0,1.0,0.33,1.67
Journey Newson,5,1,0,0,1,4,1,1,2,0,4.0,0,0.0,2.0,1.0,0.5,2.25
Hailey Cowan,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Brogan Walker,2,0,0,0,0,2,1,0,1,0,43.0,0,0,0,0,0.0,4.0
Batgerel Danaa,3,0,0,0,0,3,2,0,1,0,24.5,0,0,0,0,0.33,1.0
Rafa Garcia,7,4,0,1,3,3,0,0,3,0,0,24.0,0,6.0,0.0,0.0,1.67
Zak Cummings,14,10,2,4,4,4,0,1,3,41.5,0,1.75,1.0,0.7,0.8,0.0,2.25
Ed Herman,25,13,4,5,4,12,4,2,6,21.0,33.75,6.8,0.5,2.62,0.31,0.67,2.0
Lando Vannata,13,4,1,1,2,9,0,2,7,3.0,0,11.0,0.0,2.75,1.25,0.22,1.78
Aaron Phillips,4,0,0,0,0,4,0,1,3,0,0,0,3.0,0,0,0.0,3.5
Jorge Masvidal,22,12,6,1,5,10,1,0,9,28.17,15.0,17.0,0,1.42,0.75,0.6,3.7
Cynthia Calvillo,13,6,0,3,3,7,2,0,5,0,40.0,6.67,0,3.33,0.0,0.0,0.57
Steven Peterson,8,3,1,0,2,5,0,0,5,33.0,0,0,0,3.33,0.33,0.2,1.8
Kamaru Usman,17,15,4,1,10,2,1,0,1,48.75,20.0,59.0,0,3.93,0.67,0.5,0.5
Gunnar Nelson,15,10,0,8,2,5,1,0,4,0,7.0,2.38,0,1.9,0.1,0.6,1.2
Makwan Amirkhani,14,7,1,4,2,7,3,1,3,5.0,46.67,8.5,1.0,4.86,0.14,0.86,1.29
Omar Morales,7,3,0,0,3,4,1,1,2,0,21.0,0,6.0,1.0,0.33,0.75,3.0
Christian Duncan,1,1,1,0,0,0,0,0,0,3.0,0,0,0,0.0,0.0,0,0
Dusko Todorovic,7,3,3,0,0,4,3,0,1,47.67,10.33,0,0,1.33,0.0,0.75,1.5
Nikita Krylov,18,11,4,5,2,7,1,4,2,23.25,26.0,3.8,1.25,1.73,0.45,0.14,3.14
Said Nurmagomedov,8,6,2,2,2,2,0,0,2,11.5,0,2.5,0,0.83,0.17,0.0,4.0
Guido Cannetti,10,4,1,1,2,6,1,4,1,18.0,16.0,11.0,1.5,2.75,0.0,0.5,1.83
Raphael Assuncao,19,12,2,1,9,7,3,2,2,19.0,7.33,24.0,0.0,2.0,0.17,0.71,1.14
Tony Gravely,8,4,2,0,2,4,1,1,2,17.5,26.0,0,6.0,8.25,1.0,0.25,2.5
Jon Jones,21,21,5,6,10,0,0,0,0,22.6,0,7.33,0,2.1,0.24,0,0
Trevin Jones,5,1,1,0,0,4,0,1,3,11.0,0,0,2.0,3.0,2.0,0.5,1.5
Derek Brunson,21,14,7,2,5,7,6,0,1,19.0,28.33,18.0,0,2.57,0.43,0.86,0.43
Mana Martinez,4,2,0,0,2,2,0,0,2,0,0,0,0,1.5,2.0,2.0,4.0
Jessica Penne,8,3,0,1,2,5,2,1,2,0,85.5,7.0,4.0,2.33,0.0,0.0,1.8
Augusto Sakai,9,5,2,0,3,4,4,0,0,47.0,29.5,0,0,0.4,0.2,0.5,2.5
Erick Gonzalez,3,0,0,0,0,3,2,1,0,0,31.5,0,1.0,0,0,1.0,0.67
Rafael Alves,4,1,0,1,0,3,1,0,2,0,38.0,1.0,0,1.0,1.0,0.33,1.67
Nurullo Aliev,1,1,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0,0
Jordan Wright,7,2,2,0,0,5,3,1,1,15.5,32.67,0,0.0,2.5,1.0,0.6,0.0
William Knight,7,3,1,0,2,4,1,0,3,5.0,19.0,0,0,3.0,0.67,0.25,2.75
Lina Lansberg,11,4,0,0,4,7,2,1,4,0,34.0,0,2.0,1.25,0.5,0.0,2.86
Khusein Askhabov,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0
Clayton Carpenter,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0
Juancamilo Ronderos,2,0,0,0,0,2,0,2,0,0,0,0,0.0,0,0,0.0,0.0
Don Shainis,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.0,2.0
Zubaira Tukhugov,9,5,2,0,3,4,0,0,4,30.0,0,0,0,3.2,0.6,0.0,0.0
Yusaku Kinoshita,1,0,0,0,0,1,1,0,0,0,16.0,0,0,0,0,0.0,4.0
Anshul Jubli,1,1,1,0,0,0,0,0,0,36.0,0,0,0,2.0,0.0,0,0
Yi Zha,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
SeungGuk Choi,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0.0,1.0
Glover Teixeira,23,16,6,7,3,7,2,1,4,46.17,40.5,5.14,0.0,2.25,0.31,0.71,3.86
Lauren Murphy,14,8,2,1,5,6,1,0,5,43.5,62.0,14.0,0,1.75,0.12,0.0,2.33
Mauricio Rua,24,11,8,0,3,13,6,2,5,27.62,21.33,0,2.0,2.45,1.27,0.46,2.62
Mounir Lazzez,4,2,0,0,2,2,1,1,0,0,9.0,0,0.0,2.0,0.0,0.5,1.0
Shamil Abdurakhimov,11,5,2,0,3,6,6,0,0,14.5,28.0,0,0,1.4,0.4,0.5,2.0
Saimon Oliveira,2,0,0,0,0,2,1,0,1,0,31.0,0,0,0,0,0.5,5.5
Allan Nascimento,3,2,0,1,1,1,0,0,1,0,0,4.0,0,2.0,0.0,0.0,4.0
Cheyanne Vlismas,4,2,1,0,1,2,0,0,2,11.0,0,0,0,0.5,0.5,0.0,3.0
Saidyokub Kakhramonov,3,2,0,1,1,1,0,1,0,0,0,17.0,0.0,8.5,0.0,0.0,2.0
Sergey Morozov,5,3,0,0,3,2,0,2,0,0,0,0,2.5,5.0,0.33,1.5,3.0
Darren Till,12,6,2,0,4,6,1,3,2,19.0,18.0,0,3.0,1.0,0.83,0.5,2.67
Jay Perrin,3,0,0,0,0,3,0,1,2,0,0,0,2.0,0,0,0.0,2.0
Dalcha Lungiambula,7,2,1,0,1,5,3,1,1,22.0,22.33,0,1.0,5.0,0.5,0.4,0.4
Steven Koslow,1,0,0,0,0,1,1,0,0,0,38.0,0,0,0,0,0.0,0.0
Kyle Daukaus,6,2,0,1,1,4,2,0,2,0,17.5,9.0,0,4.5,0.0,1.0,0.75
Scott Holtzman,13,7,2,1,4,6,2,0,4,46.0,23.5,21.0,0,3.0,0.57,0.33,5.0
Marcelo Rojo,3,0,0,0,0,3,2,1,0,0,44.0,0,3.0,0,0,1.0,1.33
Vince Morales,8,3,1,0,2,5,1,0,4,16.0,20.0,0,0,0.33,0.67,0.4,1.8
Kevin Natividad,3,0,0,0,0,3,2,0,1,0,23.0,0,0,0,0,0.67,0.67
Carla Esparza,15,10,1,1,8,5,2,1,2,27.0,57.0,45.0,0.0,4.5,0.0,0.0,3.8
Michael Chandler,5,2,2,0,0,3,1,1,1,13.5,20.0,0,0.0,2.5,1.0,1.0,0.33
Frankie Edgar,30,18,5,2,11,12,5,0,7,43.8,26.8,36.5,0,4.06,0.17,0.83,1.83
Brad Riddell,7,4,0,0,4,3,1,2,0,0,36.0,0,0.0,2.25,0.25,0.0,5.0
Silvana Gomez Juarez,4,1,1,0,0,3,0,2,1,8.0,0,0,2.5,0.0,2.0,0.0,2.33
Michael Trizano,7,4,1,0,3,3,1,1,1,28.0,32.0,0,3.0,0.5,0.75,1.0,3.0
Nicolae Negumereanu,6,4,2,0,2,2,1,0,1,26.0,8.0,0,0,1.0,0.0,0.5,1.5
Darrick Minner,6,2,0,1,1,4,2,1,1,0,18.5,8.0,2.0,4.0,0.5,0.25,0.75
Shanna Young,4,1,1,0,0,3,1,0,2,34.0,20.0,0,0,0.0,0.0,0.0,3.67
Benito Lopez,4,2,0,0,2,2,0,2,0,0,0,0,1.0,0.0,0.5,0.5,1.0
Liudvik Sholinian,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,2.0
Carlos Candelario,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.5,0.5
Ramona Pascual,3,0,0,0,0,3,1,0,2,0,6.0,0,0,0,0,1.0,0.0
Jared Vanderaa,7,1,0,0,1,6,3,1,2,0,61.67,0,0.0,0.0,0.0,0.17,1.33
Tresean Gore,3,1,0,1,0,2,1,0,1,0,10.0,5.0,0,5.0,0.0,0.5,1.0
Junyong Park,7,5,0,1,4,2,1,1,0,0,53.0,13.0,6.0,2.6,0.0,0.0,6.0
Carlos Mota,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,4.0
Joshua Weems,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
TJ Dillashaw,18,13,7,1,5,5,3,0,2,53.43,26.33,23.0,0,1.77,0.69,0.6,2.0
